Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,new_column,Married
junior,0,59.0,2,0,51.4792,S,3.9411778425916384,1.0
Senior,1,29.881137667304014,0,0,7.8792,S,2.0642263758733557,1.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
Senior,0,30.0,1,0,15.55,S,2.744060638625243,1.0
Senior,1,14.5,8,2,69.55,S,4.242045918369452,0.0
Senior,0,24.0,1,1,37.0042,C,3.6110314197155664,1.0
Senior,0,31.0,0,0,21.0,S,3.044522437723423,1.0
Senior,1,27.0,0,0,8.6625,S,2.1590033645160216,1.0
junior,0,25.0,1,0,55.4417,C,4.015332018192187,1.0
Senior,0,29.881137667304014,1,9,69.55,S,4.242045918369452,1.0
Senior,1,29.881137667304014,1,0,14.4583,C,2.671268644120752,1.0
Senior,0,22.0,0,0,39.6875,S,3.6810362766529106,0.0
junior,0,45.0,0,1,59.4,C,4.084294226368599,1.0
Senior,1,29.0,0,0,13.8583,C,2.6288843311163475,1.0
Senior,1,21.0,1,0,11.5,S,2.4423470353692043,1.0
junior,0,31.0,0,0,134.5,C,4.901564199041894,0.0
junior,1,49.0,0,0,0.0,S,-inf,1.0
Senior,1,44.0,0,0,13.0,S,2.5649493574615367,1.0
junior,0,54.0,1,1,81.8583,S,4.404989703685167,1.0
junior,0,45.0,0,0,262.375,C,5.569774778140797,0.0
Senior,0,22.0,2,0,8.6625,S,2.1590033645160216,0.0
Senior,1,21.0,0,0,11.5,S,2.4423470353692043,1.0
junior,1,55.0,0,0,50.0,S,3.912023005428146,1.0
Senior,1,5.0,4,2,31.3875,S,3.4464097244837033,0.0
Senior,1,29.881137667304014,0,0,7.75,Q,2.0476928433652555,1.0
Senior,1,26.0,0,0,7.8792,Q,2.0642263758733557,1.0
Senior,0,29.881137667304014,0,0,14.5,S,2.6741486494265287,1.0
Senior,0,19.0,1,0,16.1,S,2.7788192719904172,1.0
Senior,1,29.881137667304014,0,0,12.875,S,2.5552874465497997,1.0
Senior,0,24.0,1,2,65.0,S,4.174387269895637,0.0
Senior,1,24.0,0,0,7.775,S,2.0509134580652977,1.0
Senior,1,57.0,0,0,13.0,S,2.5649493574615367,1.0
Senior,1,21.0,0,0,7.75,Q,2.0476928433652555,1.0
Senior,1,6.0,3,1,21.075,S,3.048087503887919,0.0
junior,1,23.0,0,0,93.5,S,4.537961436294641,1.0
junior,0,51.0,0,1,39.4,S,3.673765816303888,1.0
Senior,1,13.0,0,2,20.25,S,3.0081547935525483,0.0
Senior,1,47.0,0,0,10.5,S,2.3513752571634776,1.0
Senior,1,29.0,3,1,22.025,S,3.092178171822243,1.0
junior,0,18.0,1,0,60.0,S,4.0943445622221,1.0
Senior,1,24.0,0,0,7.25,Q,1.9810014688665833,1.0
junior,0,48.0,1,1,79.2,C,4.37197629882038,1.0
Senior,1,22.0,0,0,7.775,S,2.0509134580652977,1.0
Senior,1,31.0,0,0,7.7333,Q,2.0455356796500372,1.0
junior,0,30.0,0,0,164.8667,S,5.1051372686027685,0.0
Senior,1,38.0,1,0,21.0,S,3.044522437723423,1.0
junior,0,22.0,0,1,59.4,C,4.084294226368599,0.0
junior,1,17.0,0,0,47.1,S,3.8522730010223722,1.0
junior,1,43.0,1,0,27.7208,C,3.32218303393412,1.0
Senior,1,20.0,0,0,13.8625,C,2.6291873526764853,1.0
Senior,1,23.0,1,0,10.5,S,2.3513752571634776,1.0
junior,1,50.0,1,1,211.5,C,5.354224998486333,1.0
Senior,0,29.881137667304014,0,0,7.7208,Q,2.043917985610789,0.0
Senior,0,3.0,1,1,13.775,S,2.622855355038978,0.0
Senior,0,29.881137667304014,0,0,7.75,Q,2.0476928433652555,0.0
junior,0,37.0,1,0,90.0,Q,4.499809670330265,1.0
Senior,0,28.0,0,0,7.775,S,2.0509134580652977,0.0
Senior,1,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
junior,0,39.0,0,0,108.9,C,4.690430029938915,0.0
Senior,1,38.5,0,0,7.25,S,1.9810014688665833,1.0
Senior,1,29.881137667304014,0,0,8.05,S,2.0856720914304723,1.0
Senior,1,29.881137667304014,1,1,22.3583,C,3.107197616774036,0.0
